Pred_Not.Stranded_Ref_Not.Stranded,Pred_Stranded_Ref_Not.Stranded,Pred_Not.Stranded_Ref_Stranded,Pred_Stranded_Ref_Stranded,Accuracy,Kappa,AccuracyLower,AccuracyUpper,AccuracyNull,AccuracyPValue,McnemarPValue,Sensitivity,Specificity,Pos.Pred.Value,Neg.Pred.Value,Precision,Recall,F1,Prevalence,Detection.Rate,Detection.Prevalence,Balanced.Accuracy,cm_ts
110,1,5,58,0.96551724137931,0.924314919530231,0.926459499463283,0.987242208974071,0.637931034482759,1.3507878082434e-25,0.220671361919847,0.990990990990991,0.920634920634921,0.956521739130435,0.983050847457627,0.956521739130435,0.990990990990991,0.973451327433628,0.637931034482759,0.632183908045977,0.660919540229885,0.955812955812956,2021-04-15T15:12:21.877787Z
